rumor: liquid cooling system causing delays in quad g5 ,Oct 29 2005 12:00AM,fabienne serriere,rumors:&:powermac g5 , the word on the street is that the delays in shipment of the quad g5 may be due to production issues with the liquid cooling system. weve seen a liquid cooling system on a g5 release before; liquid cooling obviously cuts down fan activity in a high performance system. whether or not the quad g5 will start shipping in andquot;mid to late novemberandquot; remains to be seen.[via appleinsider] ,395,2,0,0, http://www.tuaw.com/2005/10/29/rumor-liquid-cooling-system-causing-delays-in-quad-g5/#comments ,http://www.tuaw.com/2005/10/29/rumor-liquid-cooling-system-causing-delays-in-quad-g5/,,,
apple store thousand oaks: your reports ,Oct 29 2005 12:00AM,dave caolo,apple corporate:&:retail , earlier today apple opened its newest retail store in thousand oaks california because california is desperate for apple stores dont you know. as usual we asked any tuaw operatives who may have attended to share their reports and/or pictures. so did you go and if you did how was it? let us know in the comments. heres hoping you scored a t-shirt. ,349,1,0,4, http://www.tuaw.com/2005/10/29/apple-store-thousand-oaks-your-reports/#comments ,http://www.tuaw.com/2005/10/29/apple-store-thousand-oaks-your-reports/,,,
the weblogs, inc. network brings you its best of the best ,Oct 29 2005 12:00AM,weblogs, inc.,win business , the weblogs inc. network features over 100 independent unfiltered bloggers producing over 1000 blog posts a week across over 75 industry-leading blogs. each week we ask our bloggers to choose their top posts which we bring to you in one easy-to-read weekly post. youandrsquo;ll find links to the hottest posts from the past week after the jump including birthday poetry a request for someone to act like the champion they are and five favorite treehouses of horror. enjoy! ,474,0,0,0, http://www.tuaw.com/2005/10/29/the-weblogs-inc-network-brings-you-its-best-of-the-best/#comments ,http://www.tuaw.com/2005/10/29/the-weblogs-inc-network-brings-you-its-best-of-the-best/,
macworld sf featured speakers announced ,Oct 29 2005 12:00AM,jan kabili,macworld , feature presentation speakers for macworld san francisco were announced earlier this week. they include many of the heavy hitters youre familiar with. david pogue will again host the macworld live! talk show with news guests and legendary pogue goofiness. photoshop fans will be treated to the amazing russell brown taking them on a wild ride through the latest photoshop features. the press release says russell will be showing new features in photoshop cs. someone should tell the publicists that photoshop cs2 has been out for a while now. chris pirillo of lockergnome and gnomedex fame will be on hand to offer insights on podcasting.michael rubin will give the audience the inside story on filmmaker george lucas the empire strikes back and the early use of digital technology in the movie industry.  attendees who have a pass to the exhibit hall but not to the convention will be happy to hear that theyll be allowed at the feature presentations this time around. the macworld conference and expo takes place january 9-13 2006 at the moscone center in the city by the bay. ,1080,1,0,3, http://www.tuaw.com/2005/10/29/macworld-sf-featured-speakers-announced/#comments ,http://www.tuaw.com/2005/10/29/macworld-sf-featured-speakers-announced/,,,
final cut pro 5 online training at lynda.com ,Oct 29 2005 12:00AM,jan kabili,software , the software training site lynda.com just released over 8 hours of online movies teaching the essentials of video editing with final cut pro 5. this series of movies called final cut pro 5 essential editing shows you what you need to know to be a productive and efficient video editor. you can listen to a couple of the movies for free including a 15 minute segment on trouble-shooting and another on new features in this version of final cut pro. for $25 you can watch all the lynda.com movies you want for a month.while youre at lynda.com you may be interested in checking out other training movie titles like mac os x 10.4 tiger beyond the basics or idvd. there are lots of other apple-related titles but some of them havent yet been updated for the latest versions of software. lynda.com plans two follow-up final cut pro 5 titles--essential effects and beyond the basics to be released soon. ,898,1,0,2, http://www.tuaw.com/2005/10/29/final-cut-pro-5-online-training-at-lynda-com/#comments ,http://www.tuaw.com/2005/10/29/final-cut-pro-5-online-training-at-lynda-com/,,,
is this where mac minis come from? ,Oct 30 2005 12:00AM,dave caolo,humor:&:cult of mac:&:odds and ends:&:imac , tangerine imac meets snow imac. they watch tv play cards with a performa fall in love and get married. what comes next? aw you know.in the tradition of all the other mac fanatics whose over-the-top tributes to their beloved machines that weve blogged in the past i give you an imac love story. isnt that cute? ,311,7,0,4, http://www.tuaw.com/2005/10/30/is-this-where-mac-minis-come-from/#comments ,http://www.tuaw.com/2005/10/30/is-this-where-mac-minis-come-from/,,,
yahoos music subscription prices to double ,Oct 30 2005 12:00AM,david chartier,analysis / opinion:&:its , sounds like yahoo musics $4.99/month subscription price was too good to be true. as of nov. 1st yahoo will be raising the monthly price of its basic annual purchase plan from $4.99 to $9.99 and the monthly-by-month price from $6.99 to $11.99. current monthly subscribers can hold onto their $6.99 price but theyll lose the ability to transfer songs to a portable device.i have two guesses as to why this is happening: 1 yahoos subscription model is really taking off and this is a move to capitalize or 2 the music labels were just a tad uncomfortable with letting millions of songs fly out the door for less than $8/month. being that #1 is pretty darn unlikely my moneys on the labels popping out some diamonds over yahoos wholesale pricing. sounds like the labels just cant get enough of other companies pies.[via macenstein] ,829,3,0,5, http://www.tuaw.com/2005/10/30/yahoos-music-subscription-prices-to-double/#comments ,http://www.tuaw.com/2005/10/30/yahoos-music-subscription-prices-to-double/,,,
itunes for treo 650 sort of ,Oct 30 2005 12:00AM,damien barrett,  , itunes on a treo 650? well sort of. tea vui huang has created a program called mass storage synchronizer 1.3 that will allow you to synchronize some phones and pdas with itunes for windows. supported phones/pdas:treo 650 sony ericsson walkman phone the sony ericsson p900/p910 the sony clienokiaseries 60 phones with mp3 playersamsun g mobile phone with built-in mp3 player  its a windows-only program but is interesting because its opening up the itunes-synching market to devices other than ipods. i wonder if apple will andquot;updateandquot; itunes to break this kind of non-ipod or non-apple approved itunes phones synchronization. ,638,1,0,5, http://www.tuaw.com/2005/10/30/itunes-for-treo-650-sort-of/#comments ,http://www.tuaw.com/2005/10/30/itunes-for-treo-650-sort-of/,,,
weekend review: this weeks software ,Oct 30 2005 12:00AM,dave caolo,software:&:weekend review , each saturday sunday a little late this week we feature a review of all the software weve posted  about over the past seven days. here is this weeks entry.commercial software black and white 2: further your god complexfinal cut pro 5: apple posts an update to its video editing softwareprecision recall: super powerful searching for you mac  shareware seasonality: all the weather information youandrsquo;ve ever wantedpixadex: the iconfactory releases version 2.0 with many great new features  donationware photo drop: quick image editing made very easy  freewarefontexplorer x: manage your fonts with stylenanocount: keep a running word count in textedit documentsyahoo! video search: download yahoo! video search results to itunesmaelstrom: available for mac os xulysses: text editor for creative writers offers nanowrimo specialfinderpop: the old contextual menu enhancer is back and there was much rejoicing  bundled backup: apple releases version 3.0.1  open sourceopen office: v.2 comes to the macitheater: open source mac media project set to launch on december 23rd 2005osirix: generate medical images for your ipod ,1126,16,0,1, http://www.tuaw.com/2005/10/30/weekend-review-this-weeks-software/#comments ,http://www.tuaw.com/2005/10/30/weekend-review-this-weeks-software/,,,
tuaw video podcast, the second ,Oct 30 2005 12:00AM,c.k. sample, iii,video:&:podcasts , ive been experimenting with the video podcast format since last weeks installment and were having lots of talks in the back offices here at tuaw central about moving away from boring old-school audio-podcasts to video podcasts playable on your 5g ipods. consider this a test and a test where were looking for some feedback from you on what youd like to see and discussion of how we could do this better.     with that in mind i present to you this weeks installment of our tuaw video podcast weighing in at 14mbs and running about 5 minutes long [link]. it should also show up in the itms here and if you use a different program for your podcasts you can subscribe via our podcast feed: http://www.tuaw.com/category/podcasts/rss.xmlin the video podcast i do a quick mini review of world of warcraft on the mac then show some basic finder tips that may be of interest to those of you who are new to the mac and then i finish up by announcing our new chat handle here at tuaw aim: tuawchat and pointing out screencastsonline the site where i found the tutorial on how to put something like this together. i didnt go to all the lengths outlined on that site. i simply captured the screen with snapzprox and then did all the editing in imovie. this episode leans a little towards the directionless and stream-of-consciousness at this point but as i said were feeling out this new format so theres going to be a learning curve. bear with us.major thanks go out to tuaw reader c. robin osborn who put together the intro graphic for the video podcast after watching last weeks episode. hope you all enjoy this and please comment to let us know what youd like to see in the future and what youd like to see done differently. next time i think well spend more time scripting the episode and providing a breakdown of what will be covered and maybe ill do the editing in final cut pro so we can actually get the audio levels a bit more uniform throughout. ,1946,6,0,5, http://www.tuaw.com/2005/10/30/tuaw-video-podcast-the-second/#comments ,http://www.tuaw.com/2005/10/30/tuaw-video-podcast-the-second/,
first quad g5 shipments confirmed by nasa ,Oct 30 2005 12:00AM,david chartier,hardware:&:humor:&:powermac g5 , for some good sunday humor i stumbled on a spoof post over at macenstein claiming that nasa has spotted the first dual core dual g5 powermac in a city in illinois. a mock thermal image andquot;confirmsandquot; the location while a nasa rocket scientist warns the machine is only running in sleep mode and that no one knows what could happen if the owner were to start it up to check email let alone render a scene from maya.while this is pretty funny i really think fabienne was on to something when she posted about liquid cooling systems causing shipping delays. the dual 2.7 2.5 powermac g5 was the first to have a cooling system and now theyve stuffed the equivalent of four g5s into the same box? id be surprised if apple didnt just take a cue from the best mac ever that c.k. found and started using refrigerators as the new powermac cases. now that would be a real innovation. ,885,2,0,3, http://www.tuaw.com/2005/10/30/first-quad-g5-shipments-confirmed-by-nasa/#comments ,http://www.tuaw.com/2005/10/30/first-quad-g5-shipments-confirmed-by-nasa/,,,
a microsoft catch-22 ,Oct 31 2005 12:00AM,damien barrett,internet:&:troubleshooting , get a load of this. i try to use the festering bowl of pus that is internet explorer 5 as little as possible but keep it around for those few websites that require internet explorer. however iandnbsp; support thousands of users who do use ie5 regularly. most of them simply dont know any better and continue to use ie5 installed on their systems despite the superior alternatives that exist. i even install these alternatives on their machines but like pavlovs dogs they are conditioned to repeat their behavior. ah but i digress.a few years ago microsoft started making http://www.msn.com the default homepage for their installations of internet explorer 5. i didnt personally like the move but at least i knew how to change my default homepage. the majority of my users do not know how to do this and so end up just as microsoft planned staring at msn.com every time they launch their browsers.now this is relatively harmless behavior until you take into account a change that microsoft made either late last week or sometime this weekend. theyve made a change to http://www.msn.com that crashes internet explorer 5 for the macintosh. yup thats right...microsoft has changed the coding on the default homepage for their ie5 browser on the mac that crashes the very browser in question. and it gets worse. since the only easy way to change the default homepage in ie5 is to do it in the browser itself in the preferences and the browser is crashing with a spinning beachball of death sbod when you launch it theres now a classic catch-22. how can users change the homepage to something else if you have to do it in the browser but the browser crashes loading the page?fortunately there is a way around this. you can hit the command and period keys immediately after launching ie5 to stop the page from loading and therefore stop the browser from locking up. then you can go to the internet explorer menu and select preferences. click on andquot;browser displayandquot; in the list and youll be able to change ie5s default homepage to something other than msn.com.ive tested this on macs running mac os x versions 10.2.8 10.3.9 and 10.4.3. internet explorer 5 on all of them behaves exactly the same way crashing trying to load the msn.com homepage. discontinued browser or not i feel its inexcusable for microsoft to change their browsers default homepage without testing it against all the latest versions of their own browser for each platform. congratulations microsoft for reaching a new level of cluelessness ive never seen before. way to go.updates:11-01-05 8:40am: microsoft has changed msn.com to fix this problem.11-01-05 1:53pm: now msn.com is crashing ie5 again. ,2676,0,1,43, http://www.tuaw.com/2005/10/31/a-microsoft-catch-22/#comments ,http://www.tuaw.com/2005/10/31/a-microsoft-catch-22/,,,
ichat encryption post 10.4.3 ,Oct 31 2005 12:00AM,c.k. sample, iii,software:&:internet tools , after installing 10.4.3 earlier i launched ichat and received a message noting that ichat can automatically encrypt my text audio and video chats with other .mac subscribers who have also enabled encryption.   neat i thought and enabled the encryption.now whats funny is that after i enabled this the first person to im me was gavin and the first two bits of the chat appeared as andquot;unable to decrypt message.andquot;      great. now im already eagerly awaiting 10.4.4. ,476,1,0,13, http://www.tuaw.com/2005/10/31/ichat-encryption-post-10-4-3/#comments ,http://www.tuaw.com/2005/10/31/ichat-encryption-post-10-4-3/,,
mac wiki guide from macrumors ,Oct 31 2005 12:00AM,david chartier,hardware:&:software:&:cool tools:&:education:&:internet tools , looks like macrumors has a few more tricks up their sleeve besides the obvious as theyve launched a wiki guide to all things apple and mac. i dont know how this stacks up to the likes of the wikitosh but ive already learned a few things just browsing through such as the old-school adb port that offered an advantage or two over todays usb.macslash where i found this notes that macrumors isnt attempting to create some definitive encyclopedia. instead it sounds like theyre just trying to organize the massive amount of information their forums seem to collect. i tip my hat to whoever had that crazy idea. ,609,4,0,2, http://www.tuaw.com/2005/10/31/mac-wiki-guide-from-macrumors/#comments ,http://www.tuaw.com/2005/10/31/mac-wiki-guide-from-macrumors/,,,
speculation: apples foray into the media center marketplace ,Oct 31 2005 12:00AM,damien barrett,analysis / opinion:&:rumors:&:itunes , its time for good old-fashioned speculation and rumor-mongering. over a year and a half ago i wrote on my personal blog about the airhub a fictional apple device that was a sort of upgraded airport base station...a wireless router with a built-in hard drive that could act as a home media device. this was seven months before apple released the mac mini which some people have started to use an a home media server. you might make the case that the mac mini is the airhub but with extended functionality. but what if apple takes the idea even a step further than releasing an imac with media center functionality software? ,624,1,0,17, http://www.tuaw.com/2005/10/31/speculation-apples-foray-into-media-center-marketplace/#comments ,http://www.tuaw.com/2005/10/31/speculation-apples-foray-into-media-center-marketplace/,,,
10.4.3 available now via software update ,Oct 31 2005 12:00AM,c.k. sample, iii,software update , run software update now to grab 10.4.3 weighing in at a whopping 97mbs. according to software update this update includes fixes for: andquot;afp smb/cifs nfs and ftp network file services airport and bluetooth wireless access core graphics core audio core image and raw camera support disc recording when creating and burning media .mac sync services spotlight indexing and searching dashboard widgets: dictionary flight tracker stickies and unit converter address book applescript automator dictionary font book ical isync mail and safari applications disk utility keychain access migration assistant and software update compatibility with third party applications and devices and previous standalone security updates.andquot;  more info can be found here. lock and load.    thanks meatmcguffin! ,798,1,2,56, http://www.tuaw.com/2005/10/31/10-4-3-available-now-via-software-update/#comments ,http://www.tuaw.com/2005/10/31/10-4-3-available-now-via-software-update/,,
samsung begins work on itunes-like product ,Oct 31 2005 12:00AM,fabienne serriere,its , choi gee-sung head of digital media at samsung electronics speaking at a south korean press conference on friday announced the development of an itunes-like software. it isnt clear despite the plethora of articles on this subject whether they are planning to make a software player or launch a music download service or both. perhaps samsung isnt happy after a chip deal fell through with apple earlier this month. we dont speak korean but apparently choi talked some smack at the press conference. he said andquot;that samsung mp3 players were superior to apples but suffered for not having a music service.andquot; riiiiiiight. ,631,2,0,0, http://www.tuaw.com/2005/10/31/samsung-begins-work-on-itunes-like-product/#comments ,http://www.tuaw.com/2005/10/31/samsung-begins-work-on-itunes-like-product/,,,
smashmyipod nothing but a scam? ,Oct 31 2005 12:00AM,dave caolo,ipod family:&:odds and ends , we first wrote about smashmyipod back on october 10th and then posted an update on the 21st when the site had apparently reached its goal. as you may remember smashmyipod was supposedly run by some folks who intended to publicly destroy an ipod purchased with funds donated by readers. the destruction would be videotaped and posted to the site so that ipod haters everywhere could revel in the cathartic glee. now it looks like the entire thing was a scam - a scam that got the webmaster a brand new 5g ipod courtesy of his readers. more after the jump.[via cult of mac] ,573,4,0,29, http://www.tuaw.com/2005/10/31/smashmyipod-nothing-but-a-scam/#comments ,http://www.tuaw.com/2005/10/31/smashmyipod-nothing-but-a-scam/,,,
wu-tang thinks differently ,Oct 31 2005 12:00AM,victor agreda, jr.,audio:&:cult of mac:&:odds and ends , wu-tang the original is actually down to three members: gza the rza and u-god. but their new album andquot;think differentlyandquot; guest-stars a bunch of underground artists. personally it didnt make me think differently at all. im more partial to danger dooms new album.the only reason i even bring it up is as you can see the logo on the front of the album. unfortunately as an album i agree with keri carlsons review. the albums disparate themes and rhymes remind me of the sprawling performa line actually.andnbsp; i dont agree with carlsons statement: andquot;as much as think differently preaches the independent attitude the macintosh logo on the cover distracts. think different might be appleandrsquo;s motto but using the rainbow-striped apple only makes the album seem like an advertisement.andquot; i think its an homage to a different era. one where the original wu-tang was intact and one where people really were encouraged to think differently. besides apples logo hasnt looked like that in a while. at this point its more likely to confuse the average ipod owner... ,1086,3,0,6, http://www.tuaw.com/2005/10/31/wu-tang-thinks-differently/#comments ,http://www.tuaw.com/2005/10/31/wu-tang-thinks-differently/,,
lightzone for digital photography ,Oct 31 2005 12:00AM,c.k. sample, iii,software , andrew barrow over at our sibling blog the digital photography weblog has a post looking at lightzone software. according to the product page  andquot;lightzone provides a tightly integrated workflow to help photographers make the most efficient user of their time viewing organizing editing correcting and printing their photographs.andquot; thats great but im a little suspicious of a site selling digital photography software that has images as poorly-rasterized as the one accompanying this post but if youre interested in checking them out there is a 30-day demo available and the full product sells for $249.95. ,619,2,0,3, http://www.tuaw.com/2005/10/31/lightzone-for-digital-photography/#comments ,http://www.tuaw.com/2005/10/31/lightzone-for-digital-photography/,,
nanowrimo - writing tools for mac users ,Oct 31 2005 12:00AM,damien barrett,software , so youve decided to take the plunge and participate in this years national novel writing month in which thousands of people from around the world aspire to write a 50000 word novel in 30 days. it sounds crazy but many people have done it successfully and a substantial number have even gone on to to successfully publish their work written during nanowrimo. but now the start date has rolled around and youre panicking thinking why on earth did i ever agree to try to write a novel in 30 days! dont panic there are some tools for mac os x that may help you write your nanowrimo novel:ulysses is a word processor designed for creative writers and doesnt have a lot of unnecessary buttons and features. its streamlined functionality combined with some organizational tools to help you keep your plot subplots and characters in line makes it a great choice for helping you to write your nanowrimo novel. theres a 30-day demo available for download. use it for the 30 days of nanowrimo and if it helps you buy it. if not youre not out any cash.nisus writer express 2.5 is another lean word-processor with some powerful features. its fast stable and liked by a large number of mac users. theres also a fully-functional 30-day demo available.copywrite 2.0 is a very nice word-processor with excellent change-tracking features. theres a drawer for annotation and it allow for easy organization of chapters and project elements. theres a downloadable demo for aspiring writers to try.dont forget about mac os x 10.4s built-in dictionary and thesaurus provided by oxford american dictionaries. panther users can download the free nisus thesaurus or visit any one of the free online dictionaries.dejal time-out! is a freeware program that will gently remind you take a break from your computer. you might be pounding out the words but breaks are healthy.  nanowrimo begins at midnight on november 1st every year. if youve decided to participate this year we wish you the best of luck.andnbsp; ,1984,6,0,3, http://www.tuaw.com/2005/10/31/nanowrimo/#comments ,http://www.tuaw.com/2005/10/31/nanowrimo/,,,
one more thing...give me candy ,Oct 31 2005 12:00AM,dave caolo,humor:&:ipod family:&:cult of mac:&:odds and ends:&:steve jobs , many have said that steve jobs has a big head but i never knew the problem was this bad. this got me thinking: are you going to any halloween celebrations tonight and will your costume have an apple theme? if so wed love to see it. while youre at it dont miss cinematicals costume contest. the best costume wins a collection of ten classic horror flicks. check it out. ,370,2,0,1, http://www.tuaw.com/2005/10/31/one-more-thing-give-me-candy/#comments ,http://www.tuaw.com/2005/10/31/one-more-thing-give-me-candy/,,,
iskin duo ,Oct 31 2005 12:00AM,damien barrett,ipod family , ive been lusting after the ipod nano since it was announced but im not about to buy a scratch magnet until there are cases available. ive been using an iskin on my trusty ipod mini and its protected it very well for a long time. and now theyve released the iskin duo a protective silicon andquot;dual-layerandquot; case for the ipod nano.the iskin duo comes in four different colors with a plastic screen to protect the display and even a wheel cap to protect the scrollwheel. ive been very happy with the iskin on my ipod mini and will very likely be buying an iskin duo when i get my nano. the iskin duo retails for $29.99 and is available from iskin.coms online store. ,673,1,0,2, http://www.tuaw.com/2005/10/31/iskin-duo/#comments ,http://www.tuaw.com/2005/10/31/iskin-duo/,,,
front row downloads point to mac security problem ,Oct 31 2005 12:00AM,scott mcnulty,analysis / opinion:&:software , every time i write about mac security i get lots of comments telling me that mac users dont need to use anti-virus software that worms trojans and viruses arent available for os x so why bother? people seem to think that since os x might be a little tougher to hack than windows that we mac users are immune to nefarious script kiddies.sure there may be a sliver of truth to that but lets take a look at the recent spate of mac users downloading various versions of both photobooth and front row onto their macs. these folks download this software from jobs knows where and run it on their machines. the packages prompt for your password and bam! you have just given total control of your mac to some random application you downloaded from the net.there have been no reports of harmful software masquerading as front row or photobooth but the mac community is an easy target for one resourceful rapscallion to exploit the strange combination of apple lust and security that most mac users have.if youre going to download software illegally at least scan with clamxav before you run; itll make me feel slightly better. ,1119,2,0,14, http://www.tuaw.com/2005/10/31/front-row-downloads-point-to-mac-security-problem/#comments ,http://www.tuaw.com/2005/10/31/front-row-downloads-point-to-mac-security-problem/,,,
one million videos sold on itms ,Oct 31 2005 12:00AM,fabienne serriere,its:&:video:&:apple financial , it seems as though the jobs-mobile is on full throttle. macworld uk reports today that the itunes music store has sold over one million videos since the launch of payed video content on october 12th. even more amazingly all the video content sold included only music videos a smattering of tv shows and pixar shorts. can you imagine what will happen when the itms starts offering a selection even half the size of netflix? ,424,2,0,8, http://www.tuaw.com/2005/10/31/one-million-videos-sold-on-itms/#comments ,http://www.tuaw.com/2005/10/31/one-million-videos-sold-on-itms/,,,
proclip updates line with warm and fuzzies ,Oct 31 2005 12:00AM,fabienne serriere,accessories:&:ipod family , proclip the company that makes mounting solutions for just about any gadget you might use in your car or super-hero van has updated its ipod line. no they havent included clips for the nano or the ipod 5g yet but they have added fuzzy flocking to their ipod line. the most basic flocked holder for the ipod photo starts at $26.99 and the version with built-in charger and tilt/swivel holder goes for $59.99. alternatively you could duct tape your ipod to the gear shift. we hear the sticky residue from duct tape may increase ipod battery life.[via xyz computing] [thanks sonic] ,580,2,0,1, http://www.tuaw.com/2005/10/31/proclip-updates-line-with-warm-and-fuzzies/#comments ,http://www.tuaw.com/2005/10/31/proclip-updates-line-with-warm-and-fuzzies/,,,
osx86 up to 10.4.3 ,Oct 31 2005 12:00AM,victor agreda, jr.,software:&:hacks:&:cult of mac:&:odds and ends:&:software update:&:apple , looks like the osx86 project has figured out a workaround to that whole lockdown thing... see apple has pretty much quit updating developer builds which effectively blocks a number of fixes and enhancements to os x in intels. however those enterprising young hackers out there have figured out a way to roll in updates without actually running an update. and of course that 600 mb torrent is out there for you brave folks.as a postscript to my own pathetic observation of osx86 in the wild i will say that particular install ran much better after spotlight got its act together. itll be interesting to see if this particular update speeds things up even more just remember and im quoting osx86 project here: andquot;as always the osx86 project does not condone piracy. downloading these files is a crime. we have not and will not be a party to illegal activities.andnbsp; this information like all our news is to keep you up-to-date on the latest news. please donandrsquo;t steal.andquot; if apples lawyers show up at your house tonight just give them candy and play dumb. ,1074,3,0,1, http://www.tuaw.com/2005/10/31/osx86-up-to-10-4-3/#comments ,http://www.tuaw.com/2005/10/31/osx86-up-to-10-4-3/,,
nyt resorts to best of for small screens ,Oct 31 2005 12:00AM,fabienne serriere,analysis / opinion , what version of hell are we living in when new york times technology writers have to resort to reviews of music videos in small formats? am i the only one that seems to find this completely ridiculous? couldnt we focus on how to get better content for the ipod 5g than dissecting the ins and outs of music video cinematography for small format screens? please dont go read this article its a waste of your time. ,413,0,0,2, http://www.tuaw.com/2005/10/31/nyt-resorts-to-best-of-for-small-screens/#comments ,http://www.tuaw.com/2005/10/31/nyt-resorts-to-best-of-for-small-screens/,,,
tunewallet for 5g ipod ,Oct 31 2005 12:00AM,dave caolo,accessories:&:ipod family , hot on the heels of the tunewallet for the ipod nano tunewear has announced the tunewallet for the 5g ipod. put your ipod on one side and business cards and the like on the other. i think it looks kind of bulky and theres no way im putting my id and debit card in the same case as my ipod may as well write andquot;steal meandquot; on it but it does look like it would offer great protection.the 5g tunewallet will be available in 3 colors: black leather with red stitching black leather with  white stitching and white leather with white stitching. each unit ships with a protective adhesive film for a little added security. you can snag one for $39.95us sometime in november when tunewear hopes to have them shipping. ,722,2,0,1, http://www.tuaw.com/2005/10/31/tunewallet-for-5g-ipod/#comments ,http://www.tuaw.com/2005/10/31/tunewallet-for-5g-ipod/,,,
streamripperx: i ripped my heart out all weekend ,Oct 31 2005 12:00AM,fabienne serriere,open source:&:reviews , ...and all i got was this lousy t-shirt. seriously though recording from a stream seems to be the only way i can find some of those indie tracks i cant find elsewhere: legally or otherwise. the problem with using this system is that the streaming radio in question has to align the song id tags with the true beginning of the tracks. i tested with a few streaming stations and they all seemed to misalign the id tags on purpose by a few seconds. streamripperx is free and open source and can be grabbed on sourceforge. i didnt test the commercial version but if anyone has be sure to drop a note in the comments. ,614,1,0,10, http://www.tuaw.com/2005/10/31/streamripperx-i-ripped-my-heart-out-all-weekend/#comments ,http://www.tuaw.com/2005/10/31/streamripperx-i-ripped-my-heart-out-all-weekend/,,,
work continues on future manhattan apple store ,Oct 31 2005 12:00AM,dave caolo,apple corporate:&:retail , according to appleinsider work is progressing on what will be apples new flagship store in manhattan. apple has commandeered the general motors  building at fifth avenue between 57th and 58th in manhattan which will presumably be topped with this massive 32-foot glass cube. if all goes well the store should be open in time for this years holiday shopping season and will blow away all of the other american locations. im very eager to see this one.if anyone in the area feels like filing a progress report with us wed be very happy to have it. ,547,2,0,5, http://www.tuaw.com/2005/10/31/work-continues-on-future-manhattan-apple-store/#comments ,http://www.tuaw.com/2005/10/31/work-continues-on-future-manhattan-apple-store/,,,
channel frederator: weekly cartoon video podcast ,Oct 31 2005 12:00AM,david chartier,its:&:video:&:podcasting , i stumbled upon channel frederator through lifehacker. channel frederator is an outlet for animators everywhere to let their cartoons be seen by the world and theyve just launched a vodcast on the itms. theres only one episode in the store so far with more at the site. while i havent had a chance to watch any yet this looks like some great stuff. in addition to the itms they also offer an rss feed for episodes as well as good ol fashioned download links.i love it when people take back the power of the media like this. rock on channel frederator! ,553,4,2,3, http://www.tuaw.com/2005/10/31/channel-frederator-weekly-cartoon-video-podcast/#comments ,http://www.tuaw.com/2005/10/31/channel-frederator-weekly-cartoon-video-podcast/,,,
widget watch: widget update ,Oct 31 2005 12:00AM,dave caolo,software:&:widgets , todays widget keeps track of all the widgets youve got installed. widget update uses apple macupdate version tracker and dashboard widgets to compare your currently installed widgets with what is available at those sources. the results are then displayed in a very tidy report that allows you to instantly download the most recent version found across the four sources.this widget was compiled as a fat binary so you mactel users should be able to play with it too. ,467,1,2,1, http://www.tuaw.com/2005/10/31/widget-watch-widget-update/#comments ,http://www.tuaw.com/2005/10/31/widget-watch-widget-update/,,,
saft updated for safari 2.0.2 ,Nov 1 2005 12:00AM,dave caolo,software:&:internet tools , this just in from the andquot;fastest update everandquot; department. saft has been updated to version 8.1.7 for compatibility with safari 2.0.2andnbsp; and includes updated french localization and a reworked dependence on webkit. for the uninitiated saft is a safari enhancing plug-in that adds all sorts of great functionality like very effective ad blocking. we really like saft around here. check it out if you havent done so yet. this is a free upgrade for registered users of the tiger version and costs $6us for a single license. thanks to everyone who sent this in! ,575,2,0,8, http://www.tuaw.com/2005/11/01/saft-updated-for-safari-2-0-2/#comments ,http://www.tuaw.com/2005/11/01/saft-updated-for-safari-2-0-2/,,,
win three ipods with your kid ,Nov 1 2005 12:00AM,dave caolo,ipod family:&:cult of mac:&:odds and ends , so youve purchased a onsie from ipod my baby either nano or original click wheel edition and youve been the hit of story hour at the library as well as sunday dinner with the relatives. youre sure that your little one is the cutest ipod baby of all and now you can prove it.ipod my baby is having a andquot;worlds cutest babyandquot; contest. to enter simply send in a photo of your baby wearing either a ipod my baby onsie or t-shirt by 11:59 pm eastern time on december 15th 2005. the winner will receive a andquot;familyandquot; of ipods one shuffle one nano and one full sized ipod props on the website and two magazine subscriptions. get out the cameras. its time for jr. to earn his keep! ,696,3,0,3, http://www.tuaw.com/2005/11/01/win-three-ipods-with-your-kid/#comments ,http://www.tuaw.com/2005/11/01/win-three-ipods-with-your-kid/,,,
geek.com takes a look at the new imac ,Nov 1 2005 12:00AM,dave caolo,hardware:&:imac:&:reviews , the folks at geek.com have posted a brief overview of the new imac g5 and it has just made me want one of these machines even more. they point out a couple of things i must have missed somehow like the addition of a new heat vent on the rear of the machine which some would argue was much needed as well as the more convex shape of the rear of the case.one notable bit of information about watching video with frontrow: when logan stopped an episode of lost quit frontrow and then returned later to pick up where he left off he found that the video started over at the beginning not the point at which he quit in itunes it will pick up where you left off. thats kind of a bummer but not a deal breaker.its a nice look at this machine so check it out. ,752,4,0,4, http://www.tuaw.com/2005/11/01/geek-com-takes-a-look-at-the-new-imac/#comments ,http://www.tuaw.com/2005/11/01/geek-com-takes-a-look-at-the-new-imac/,,,
