ipod updates will disable playing realnetworks tracks ,Dec 16 2004 12:00AM,barb dybwad,  , ruh roh raggy this is foand#8217; real: if youand#8217;ve purchased tunes from the realrhapsody online music store to play on your  ipod you may be pardon my french mes amis shit out of luck according to cnet:                apple computer has quietly updated its ipod    software so that songs purchased from realnetworksand#8217; online music store will no longer play on some of the mac makerand#8217;s    popular mp3 players.                the move could render tunes purchased by many ipod owners unplayable on their music players. for the last four    months realnetworks has marketed its music store as the only apple rival compatible with the ipod following the    companyand#8217;s discovery of a way to let its customers play their downloaded tunes on appleand#8217;s mp3 player.          apple hasnand#8217;t mentioned the and#8216;new featureand#8217; in any of its update notes so depending on your ipod version you may  already be unable to play realrhapsody tunes. anybody here have any realrhapsody tracks in their collection? can you  still play them? please specify which ipod model youand#8217;re using as well. thanks!! ,1142,2,0,1, http://www.tuaw.com/2004/12/16/ipod-updates-will-disable-playing-realnetworks-tracks/#comments ,http://www.tuaw.com/2004/12/16/ipod-updates-will-disable-playing-realnetworks-tracks/,,
need 24-hour turnaround on powerbook repair? techrestore delivers. ,Dec 17 2004 12:00AM,barb dybwad,  , a new repair program for powerbooks and ibooks is underway at techrestore  inc. the  powerbookrestore program  promises 24-hour turnaround on repairs from locations worldwide.             techrestore brings to the table over 10 years of experience supporting the macintosh community. if your  mission-critical work canand#8217;t handle the downtime of a normal repair ordeal or even if your mission-critical play canand#8217;t  handle the downtime of a normal repair ordeal techrestore may be just the ticket. ,511,3,0,0, http://www.tuaw.com/2004/12/17/need-24-hour-turnaround-on-powerbook-repair-techrestore/#comments ,http://www.tuaw.com/2004/12/17/need-24-hour-turnaround-on-powerbook-repair-techrestore/,,
realnetworks misses point  promises ipod and#8216;fixand#8217; ,Dec 17 2004 12:00AM,barb dybwad,  , we reported yesterday about realnetworks tracks being  disabled by recent ipod updates. realnetworks claims they have no idea why this happened. apple claims they gave  fair warning.             not only is realnetworks sticking its head into the proverbial sand and pretending the disabling update wasnand#8217;t  intentional but they are also  working on a and#8216;fixand#8217; to the issue. no eta on when harmony the drm-busting technology will be and#8216;fixedand#8217; but  realnetworks inc. spokesman matt graves promised to restore and#8216;compatibilityand#8217; with affected ipods.             the more important issue perhaps may be does anybody care? as  reader madrigal pointed out the disabling update  came out last month but nobody seemed to notice until this week. : ,788,4,0,0, http://www.tuaw.com/2004/12/17/realnetworks-misses-point-promises-ipod-fix/#comments ,http://www.tuaw.com/2004/12/17/realnetworks-misses-point-promises-ipod-fix/,,
ipod hot ipod photo not ,Dec 17 2004 12:00AM,barb dybwad,  , sales of 20gb and 40gb ipods are so hot that retailers are  running out of stock around the country including amazon.com and  buy.com. backorders for the 20gb model are running at wait times of up to three weeks.  want an ipod mini? good luck finding one. if you do find one it will probably be blue.            not so for the ipod photo which remains in ample supply. if you have your heart set on this iconic gadget for yourself  or as a gift this holiday season you may have to plunk down the cash for an ipod photo. at least you know theyand#8217;ll be  available! ,570,4,0,1, http://www.tuaw.com/2004/12/17/ipod-hot-ipod-photo-not/#comments ,http://www.tuaw.com/2004/12/17/ipod-hot-ipod-photo-not/,,
itand#8217;s official: apple and motorola team up ,Dec 17 2004 12:00AM,barb dybwad,  , as reader pxlated pointed out the truth is out  there: apple and motorola are working on a cellphone  together. the result will reportedly be not only a phone that is itunes capable but a phone that can be considered  an actual accessory to the ipod.            expect apple to have a hand in designing the interface and exterior of the unit rejoice!. plus the phone will have  fully-enabled bluetooth lending credence to the and#8220;ipod as  controlled via bluetoothand#8221; speculation. expect the phone to be priced mid-range between $200-350 usd. expect the  phone to be totally rad. expect us to follow the story incessantly as details unfold. ,652,4,0,6, http://www.tuaw.com/2004/12/17/its-official-apple-and-motorola-team-up/#comments ,http://www.tuaw.com/2004/12/17/its-official-apple-and-motorola-team-up/,,
apple hardware near unavailable in the uk ,Dec 18 2004 12:00AM,barb dybwad,  , if youand#8217;re a uk customer looking to get your mitts on an ipod ibook imac g5 or power mac g5 you may be bloody well  out of luck mate. macworld uk has reported    readers have been told to expect a two-month ship delay on their orders of 2.5ghz power mac g5s. one retailer  described the unit as and#8216;unobtainable.and#8217;             jonny evans reports for macworld uk that build times for almost the entire apple product line excluding xserves have  climbed to three weeks. this means products across the board are not likely to resume shipping until the new  year.             unless you want an ipod photo... ,626,3,0,1, http://www.tuaw.com/2004/12/18/apple-hardware-near-unavailable-in-the-uk/#comments ,http://www.tuaw.com/2004/12/18/apple-hardware-near-unavailable-in-the-uk/,,
businessweek adds another and#8216;best ofand#8217; notch in the imac g5and#8217;s belt ,Dec 18 2004 12:00AM,barb dybwad,  , the imac g5 is winning awards and accolades left  and right. the latest is from businessweek who included the desktop machine on their list of  best products of  2004.            other items on the list include the blackberry 7100 motorola razr v3 and the  roku soundbridge. businessweek didnand#8217;t give any  rankings to the list items but weand#8217;re willing to wager the imac g5 is giving the mr. clean autodry carwash system a run  for its money. ,457,4,0,0, http://www.tuaw.com/2004/12/18/businessweek-adds-another-best-of-notch-in-the-imac-g5s-belt/#comments ,http://www.tuaw.com/2004/12/18/businessweek-adds-another-best-of-notch-in-the-imac-g5s-belt/,,
apple slaps lawsuit on anonymous tipsters ,Dec 18 2004 12:00AM,barb dybwad,  , here comes the fallout from all of the recent rumour  mill about appleand#8217;s next-generation ipod: the company is suing the unnamed individuals who leaked details about the  unreleased product by posting confidential information online. the dec. 13 complaint was filed with the santa clara  county california superior court and names and#8216;an unidentified individualand#8217; or individuals.             could they be referring to macmindand#8217;s post with details  about the rumoured flash-based ipod? highly likelyandhellip; looks like and#8216;anonymous tipsterand#8217; may be taking a bit of hot water  with their milano cookie. ,644,3,0,0, http://www.tuaw.com/2004/12/18/apple-slaps-lawsuit-on-anonymous-tipsters/#comments ,http://www.tuaw.com/2004/12/18/apple-slaps-lawsuit-on-anonymous-tipsters/,,
belkin discloses details of tunestage bluetooth stereo device ,Dec 19 2004 12:00AM,barb dybwad,  , belkinand#8217;s tunestage will offer a bluetooth solution to  the problem of connecting your ipod to your stereo wirelessly. the transmitter will attach to the top of the ipod and  broadcast an audio signal to the receiver which will connect to your stereo via a minijack to rca cable. belkin is  considering the possibility of including an optical toslink connector on the final version of the product allowing the  audio signal to remain in the digital domain.            although design factors can affect the quality of bluetooth audio signals belkin product manager randall stowasser  says they are and#8216;extremely pleasedand#8217; with the results they have been able to achieve with the tunestage. the digital  output is not quite line-out quality but is reportedly close enough to meet the needs of most ipod users.            no word on what the price range of the device range might be but itand#8217;s a safe guess it will be a wee bit less pricey  than goldsterand#8217;s concertino... ,1003,3,0,0, http://www.tuaw.com/2004/12/19/belkin-discloses-details-of-tunestage-bluetooth-stereo-device/#comments ,http://www.tuaw.com/2004/12/19/belkin-discloses-details-of-tunestage-bluetooth-stereo-device/,,
steve jobs on timeand#8217;s list of and#8216;people who matteredand#8217; in 2004 ,Dec 20 2004 12:00AM,barb dybwad,  , one might take issue with the implication that people not on timeand#8217;s list *donand#8217;t matter.* but at least we know one  deserving individual matters: steve jobs made the list  of and#8216;people who matteredand#8217; for both overcoming his personal battle with pancreatic cancer and overseeing apple and  pixar to financial success.            interesting stats: jobs was the only one on the 19-person list working in the tech industry. martha stewart was the  only one on the list who is currently incarcerated. ; ,528,2,0,1, http://www.tuaw.com/2004/12/20/steve-jobs-on-times-list-of-people-who-mattered-in-2004/#comments ,http://www.tuaw.com/2004/12/20/steve-jobs-on-times-list-of-people-who-mattered-in-2004/,,
omniweb 5.1 beta released with significant bug fixes ,Dec 20 2004 12:00AM,barb dybwad,  , omni groupand#8217;s omniweb web browser  has a new beta release at version 5.1 beta 5. the new version corrects issues with input methods url  autocompletion bookmark synchronization and text rendering size.            everybodyand#8217;s got their pet browser and many folks swear by omniweb. it offers a unique approach to tabbed browsing that  keeps tabs in a side tray instead of at the top of the browser window which i have to say doesnand#8217;t quite jive with me.  perhaps my and#8216;top taband#8217; habits have already been ingrained by  firefox and  safari. i use camino regularly also.            do any omniweb lovers want to weigh in here? are there other features of the browser that should make me take a second  look? ,739,4,0,3, http://www.tuaw.com/2004/12/20/omniweb-5-1-beta-released-with-significant-bug-fixes/#comments ,http://www.tuaw.com/2004/12/20/omniweb-5-1-beta-released-with-significant-bug-fixes/,,
newest newertech replacement batteries cover ibook g3s ,Dec 20 2004 12:00AM,barb dybwad,  , newer technology and owc offer a whole series of  replacement batteries for powerbooks ibooks and  ipods that not only rescue an aging battery but boost your normal capacity as well. the  newest in the line are for apple ibook g3s: the 12and#8221; 500-900mhz  and#8220;dual usband#8221; models as well as the 300-466mhz and#8220;clamshelland#8221; models.            the $119.99 3600mah model for your and#8220;dual usband#8221; ibook will provide 9 percent longer life than appleand#8217;s stock battery  which its 4800mah cousin will boost battery life a whopping 45 percent for $139.99. for the and#8220;clamshelland#8221; ibook the  $129.99 4400mah battery gives you 37.5 percent more capacity while $10 more for the 4800mah version nets 50 percent  more. feel the power! ,777,3,0,0, http://www.tuaw.com/2004/12/20/newest-newertech-replacement-batteries-cover-ibook-g3s/#comments ,http://www.tuaw.com/2004/12/20/newest-newertech-replacement-batteries-cover-ibook-g3s/,,
new blogs; rss reminder ,Dec 20 2004 12:00AM,barb dybwad,  , more information than you can shake a stick at: we welcomed three new blogs into the network last week:  droxy.com on satellite and digital radio  flashinsider.com on macromedia flash and  the sas weblog about the worldand#8217;s largest private software company. greetings  and salutations to all the new blogs and bloggers!        for those of you who have seen the light that is rss donand#8217;t forget that you can always subscribe to  tuaw or any of the weblogs inc. blogs by clicking on one of the three links at the  upper right to add our feed to myyahoo  myfeedster or newsgator.            for those of you who havenand#8217;t seen the light of rss what  are you waiting for? ,688,8,0,0, http://www.tuaw.com/2004/12/20/new-blogs-rss-reminder/#comments ,http://www.tuaw.com/2004/12/20/new-blogs-rss-reminder/,,
does your ibook need tlc? ,Dec 21 2004 12:00AM,barb dybwad,  , if your ibook has any of the following symptoms your mother board may need to be repaired or replaced:            scrambled or distorted video      appearance of unexpected lines on the screen      intermitten video image      video freeze      booting into a blank or black screen              if you purchased your ibook less than three years ago youand#8217;re in luck: the ibook logic board repair extension  program should cover the replacement or repair. check your serial number; if itand#8217;s between uv220xxxxxx and uv318xxxxxx  youand#8217;re likely covered under the program.            in the uk contact vitalized to  arrange help with replacing your logic board. in the us you may want to speak with apple care directly to find out the  best way to proceed to get your ibook back on its feet. good luck!! ,821,1,0,2, http://www.tuaw.com/2004/12/21/does-your-ibook-need-tlc/#comments ,http://www.tuaw.com/2004/12/21/does-your-ibook-need-tlc/,,
emac: worst product of the year? ,Dec 21 2004 12:00AM,barb dybwad,  , following a slew of and#8216;best ofsand#8217; for the imac g5  apple records a first and#8216;worst ofand#8217; from pc magazine for its emac desktop  machine. according to the editors this time and#8216;think differentand#8217; means and#8216;poor quality.and#8217;            they cite the sluggish performance low-capacity hard drive lack of dvd burner and not-up-to-snuff radeon 9200  graphics card as reasons to avoid this machine. the $800 price tag may appeal to the budget conscious but itand#8217;s not  worth the bang for your buck.            what do you think? anybody out there running an emac? love it or leave it? ,631,2,0,12, http://www.tuaw.com/2004/12/21/emac-worst-product-of-the-year/#comments ,http://www.tuaw.com/2004/12/21/emac-worst-product-of-the-year/,,
canadian ipod price drop after tax ruling ,Dec 22 2004 12:00AM,barb dybwad,  , a recent federal court ruling means lower prices on  ipods in canada. expect to pay $25cdn less for a 20 or 40gb model and $15cdn less for the 4gb ipod mini at  canadian retailers future shop and best buy or through the apple store.            the ruling handed down by the federal court of appeal of canada says that the copyright board of canada improperly  imposed a levy on digital media devices beginning in december 2003. the price reduction is being immediately passed on  to consumers directly from apple who until now has been picking up the tab for the tax.            the original logic behind the levy was that making hard drive-based players easier to acquire would increase illegal  music sharing. industry experts pretended to be worrying about and#8216;music artistsand#8217; losing royalties as a result. this  argument is completely spurious: if industry experts were so concerned about artist royalties they could certainly  choose to pay them more reasonably. plus doesnand#8217;t acquiring a hard drive-based music player make it also likely to  increase *legal* music sharing as well? given that this ruling was handed down long before the advent of the  itms canada and during the birth of hysteria about  how digital downloads will ruin the music industry. personally i tend to think that itand#8217;s bad music that is ruining the  music industry. what do you all think? ,1397,3,0,1, http://www.tuaw.com/2004/12/22/canadian-ipod-price-drop-after-tax-ruling/#comments ,http://www.tuaw.com/2004/12/22/canadian-ipod-price-drop-after-tax-ruling/,,
ipod halo effect leading consumers to mac ,Dec 22 2004 12:00AM,barb dybwad,  , tim hanrahan and jason fry writing for the wall street journal  predict the ipod halo effect to  reach a critical mass in the near future. though stock surges havenand#8217;t yet translated into sales hanrahan and fry  believe that windows has an achillesand#8217; heel that may prompt users to begin switching en masse: viruses and  spyware.             other pundits have been predicting 2005 to be the year  of the mac. do you sense the winds of change? ,458,3,0,3, http://www.tuaw.com/2004/12/22/ipod-halo-effect-leading-consumers-to-mac/#comments ,http://www.tuaw.com/2004/12/22/ipod-halo-effect-leading-consumers-to-mac/,,
harmonyaudio firewire audio interface made for musicians ,Dec 22 2004 12:00AM,barb dybwad,  , harmonyaudio is an external  firewire-based audio input device designed expressly for musicians. released by londonand#8217;s miglia technology the  interface is compatible with any analog audio source and integrates with garageband logic logic express or any other  core audio-compatible application.             the unit has two analog ins and eight analog outs needs no drivers and prevents digital clipping via and#8220;softclipand#8221;  technology. itand#8217;s firewire bus-powered saving your studio setup from yet another wall wart or adding convenience to  your portable rig. price for the unit is us$299 andeuro;220 or andpound;179. ,645,2,0,0, http://www.tuaw.com/2004/12/22/harmonyaudio-firewire-audio-interface-made-for-musicians/#comments ,http://www.tuaw.com/2004/12/22/harmonyaudio-firewire-audio-interface-made-for-musicians/,,
have you saved the world yet today? ,Dec 22 2004 12:00AM,barb dybwad,  , if youand#8217;ve been playing the new mac game from freeverse 8th wonder of  the world you could well have. your mission is to build the missing 8th wonder and defeat the gathered evil forces  of the world.            features of the game include intuitive game start multiple difficulty levels eventful campaign richly animated  graphics and extensive economic simulation. check out the demo on the freeverse web site.            all very cool but if iand#8217;m going to be the one saving the world shouldnand#8217;t they be paying *me* the $29.95?? : ,556,2,0,0, http://www.tuaw.com/2004/12/22/have-you-saved-the-world-yet-today/#comments ,http://www.tuaw.com/2004/12/22/have-you-saved-the-world-yet-today/,,
slipstream = airtunes on steroids ,Dec 23 2004 12:00AM,barb dybwad,  , rogue amoeba software has an app in the works that will allow you to stream audio from any application to remote  speakers connected to your airport express. currently airport express only supports streaming music from itunes.            the slipstream application will essentially make your remote  stereo system and#8220;source agnosticand#8221; which will be a boon to anyone with a decent media library in realplayer or windows  media formats. i could see bedroom producers loving this app as well - load up a mixdown in pro tools or ableton live  and beam it to your stereo speakers to quickly test your track outside the studio. or spend $20 on this app instead of  shelling out for a set of desktop speakers and pipe all your system sounds through your stereo.            look for this handy little audio utility to be released early next year. ,853,2,0,3, http://www.tuaw.com/2004/12/23/slipstream-airtunes-on-steroids/#comments ,http://www.tuaw.com/2004/12/23/slipstream-airtunes-on-steroids/,,
forbesand#8217; tech wish list: video ipod ,Dec 23 2004 12:00AM,barb dybwad,  , many of us are psyched about the as-yet-unreleased  ipod phone. others hanker for a  bluetooth micro-ipod. arik hesseldahl of forbes? he  wants a video ipod.            steve jobs has already ix-nayed the idea saying  consumers arenand#8217;t yet interested in portable video devices and i agree itand#8217;s a bit of a yawner to imagine watching lord  of the rings on a 2and#8221; screen. but hesseldahl has a unique twist on the idea that makes some sense to me: the video ipod  could be used to output video to a tv quite easily. i like his and#8216;itunes-likeand#8217; tv subscription idea also even though iand#8217;m  not much of a tv viewer. tivo is getting close to bringing me back to the fold but a portable tivo would be way  cooler.            still - 80gb just isnand#8217;t big when it comes to video. it seems like it would take a lot of management and pruning to keep  that video library fresh and useful. on the flip side imagine doing  podcasting/podcatching for video and being able to  subscribe to video and tv feeds via rss. could have something thereand#8230;            what do you all think? do you have a yen for a vpod? and - how much yen would you be willing to shell out for such a  device? ,1222,6,0,6, http://www.tuaw.com/2004/12/23/forbes-tech-wish-list-video-ipod/#comments ,http://www.tuaw.com/2004/12/23/forbes-tech-wish-list-video-ipod/,,
what if spyware attacked macs? ,Dec 23 2004 12:00AM,barb dybwad,  , pc magazineand#8217;s john dvorak predicts a dim future for the mac  community should it be beset by spyware attacks the way windows users currently are. he says the level and  virulence of spyware has reached a crisis point for windows users and that national media is unaware and not covering  the story because and#8216;many mainstream media tech writers are mac users.and#8217; shouldnand#8217;t it be a sign that folks knowledgeable  about tech are choosing the mac?! anywhoand#8230;            that seems like a simplistic analysis to me. it seems more likely that mainstream media isnand#8217;t covering the spyware  scourge because they get some significant amount of advertising dollars from microsoft and may be and#8216;discouragedand#8217; from  covering the story. what do you think?            is it likely the mac will ever get hit with spyware? it seems to be that most mac developers would have a computing  philosophy that is 180 degrees away from coding such drivel. any thoughts on this? ,1009,1,0,7, http://www.tuaw.com/2004/12/23/what-if-spyware-attacked-macs/#comments ,http://www.tuaw.com/2004/12/23/what-if-spyware-attacked-macs/,,
apple sues developers for leaking tiger build via bittorrent ,Dec 23 2004 12:00AM,barb dybwad,  , loose lips have been sinking ships recently and  apple this week filed yet another lawsuit  regarding a product leak. this time three developers have been charged with posting a pre-release version of the  upcoming tiger operating system to the internet via the bittorrent file-sharing network.            the lawsuit was filed monday and seeks an injunction against further leakages as well as an unspecified amount of  monetary damages. the developer release was first posted in late october with further postings continuing through this  month. over 2500 copies of the unreleased tiger os are thought to have been downloaded. ,630,3,0,1, http://www.tuaw.com/2004/12/23/apple-sues-developers-for-leaking-tiger-build-via-bittorrent/#comments ,http://www.tuaw.com/2004/12/23/apple-sues-developers-for-leaking-tiger-build-via-bittorrent/,,
so what did you get? ,Dec 26 2004 12:00AM,laurie a. duncan,  , if youand#8217;re a real mac geek like me santa probably brought you some sweet apple goodies. so tell meand#8230; what did you  find under your tree yesterday?            i was especially good this year so santa brought me an ipod photo. now i  can carry thousands of pictures of my adorable niece around in my pocket without using a 3-ring binder as a wallet! ,363,1,0,11, http://www.tuaw.com/2004/12/26/so-what-did-you-get/#comments ,http://www.tuaw.com/2004/12/26/so-what-did-you-get/,,
apple resellers hire franchisee lawyers for suit ,Dec 27 2004 12:00AM,barb dybwad,  , apple resellers are hopping mad. why? because the new kid on the block gets everything right from the horseand#8217;s mouth  and a growing legion of apple retail stores are threatening to take away business.            the lawsuit being levelled against apple now has five plaintiffs on board: mac accessory center thomas armes formerly  of the now-defunct elite computers andamp; software inc. macadam computers inc. the neighborhood computer store and  computer international. theyand#8217;ve recently  hired new lawyers  who specialize in franchisee litigation to bring the case to court where it is likely that all five suits will be  collapsed into a single trial. the next hearing in the case is jan. 25 in san jose.            the resellers are claiming that apple has tried intentionally to hurt them and help the chain of corporate owned retail  stores apple began opening in 2001. i hesitate to pass judgment in this case because i have no knowledge of the details  of the agreements made between apple and its resellers - perhaps they are violating those agreements. on the other  hand appleand#8217;s retail outlets have seen explosive growth in sales as of late and it makes sense that apple would want  to capitalize on that. anyone have any thoughts on this issue? ,1281,2,0,7, http://www.tuaw.com/2004/12/27/apple-resellers-hire-franchisee-lawyers-for-suit/#comments ,http://www.tuaw.com/2004/12/27/apple-resellers-hire-franchisee-lawyers-for-suit/,,
vote on the best of 2004 at cafe macs and win 10 itms downloads ,Dec 27 2004 12:00AM,barb dybwad,  , speaking of the best apple-related news of 2004  cafe macs is sponsoring a contest: vote on your favorite or *least* favorite  apple-related news from 2004 for a chance to win 10 free downloads from the itunes music store.             to enter the contest select your vote in each of several chosen categories including best new mac of 2004 best new  apple hardware/peripheral of 2004 worst/most unnecessary mac of 2004 best new apple software of 2004 best and worst  ipod and more. go to the contest description on  the cafe macs site forum and send a private message to the votemaster with your votes. the lucky winner will receive 10  free downloads from the itms. good luck! ,680,3,0,0, http://www.tuaw.com/2004/12/27/vote-on-the-best-of-2004-at-cafe-macs-and-win-10-itms-downloads/#comments ,http://www.tuaw.com/2004/12/27/vote-on-the-best-of-2004-at-cafe-macs-and-win-10-itms-downloads/,,
2004: year in review ,Dec 27 2004 12:00AM,barb dybwad,  , it almost goes without saying: itand#8217;s been a banner year for apple. by now itand#8217;s likely the 4 million ipod sales  milestone has been surpassed. mysanantonio.com columnist paul vaughn  details some of the other  highlights of the past year including:                ilife updates and the introduction of garageband      the xserve g5      the imac g5      new cinema displays      growth of the itms into europe and canada      airport express/airtunes      final cut pro hd and the production suite software bundle      the ipod photo      the u2 ipod              yep itand#8217;s been a pretty busy year for jobs and co. any milestones this article misses? ,673,2,0,2, http://www.tuaw.com/2004/12/27/2004-year-in-review/#comments ,http://www.tuaw.com/2004/12/27/2004-year-in-review/,,
ipod snobbery ,Dec 27 2004 12:00AM,barb dybwad,  , all of a sudden itand#8217;s no longer and#8220;whatand#8217;s on your ipod?and#8221; but  and#8220;whatand#8217;s *not* on your  ipod?and#8221; the new breed of ipod snobs is rejecting pivotal moments in music history by eschewing classics such as  duran duranand#8217;s and#8220;hungry like the wolf.and#8221; is there not something being lost here? will the next generation never have any  awareness of rioand#8217;s historical dances on the sand?             fess up ipod snobs. what artists would see hell freeze over before theyand#8217;d be awarded a few precious megabytes of your  ipod hard drive space? conversely whatand#8217;s the most embarassing corner of your music collection? come on now nedand#8217;s  atomic dustbin lovers - itand#8217;s time to come out of the closet! ,790,2,0,7, http://www.tuaw.com/2004/12/27/ipod-snobbery/#comments ,http://www.tuaw.com/2004/12/27/ipod-snobbery/,,
itms australia? ,Dec 27 2004 12:00AM,barb dybwad,  , conspicuously there is an  australian mac  event scheduled almost immediately following steve jobsand#8217; keynote address at the next macworld in san francisco. on  january 12 2005 the westin hotel in sydney will be home to some likely significant announcement from apple.            will it be as les posen suggests the  announcement of the australian itms? there were rumours of the impending launch  earlier this year but the service has not yet  materialized. perhaps pricing issues have been worked out? anyone else have any information? please donand#8217;t hesitate to  throw in your wild unfounded speculation as well - you know how we love it. ; ,658,4,0,2, http://www.tuaw.com/2004/12/27/itms-australia/#comments ,http://www.tuaw.com/2004/12/27/itms-australia/,,
ipod socks: the gift that wonand#8217;t stop giving ,Dec 27 2004 12:00AM,barb dybwad,  , at least one of you reported getting the ipod  socks as a gift. elsewhere folks are still debating  whether or not the socks are brilliant humble and humorous marketing designed to  further  personify this seasonand#8217;s hottest human-friendly gadget. regardless they are likely the most colorful and most  publicized tea cosie of 2004.            so whatand#8217;s coming down the pipe in 2005? powerbook cardigans? airport express kilts? ibook skivvies? lay your bets  fashionistas! ,488,4,0,2, http://www.tuaw.com/2004/12/27/ipod-socks-the-gift-that-wont-stop-giving/#comments ,http://www.tuaw.com/2004/12/27/ipod-socks-the-gift-that-wont-stop-giving/,,
great moments in microprocessor history ,Dec 28 2004 12:00AM,barb dybwad,  , gather and#8216;round by the fire kids - itand#8217;s time for tonightand#8217;s bedtime story: the history of the microprocessor. hang on  to your hats as  wade warner  leads you from the first commercially available integrated circuit in the early 1960and#8217;s all the way through the  development explosion of the 1970s the heated microprocessor wars of the 1980s and into the and#8216;64-bitnessand#8217; of power  architecture in the 1990s which when used on the desktop is commonly known as the apple g5.            this is a tale you wonand#8217;t want to miss from an author who will leave you smiling. itand#8217;s not your everyday chap who can  generate chuckles over chips. ,689,1,0,0, http://www.tuaw.com/2004/12/28/great-moments-in-microprocessor-history/#comments ,http://www.tuaw.com/2004/12/28/great-moments-in-microprocessor-history/,,
software update protocol: 3 parts surgery 8 parts voodoo ,Dec 28 2004 12:00AM,barb dybwad,  , jeffrey zeldman recently posted some tips on performing  a software update on your mac without problems. john gruber over at daring  fireball dissects this and#8216;adviceand#8217; and throws a few tips  of his own into the fray.            anyone have any commentary thrice removed? or care to add your own special brand of protocol/voodoo to the annals of  software update lore? ,382,3,0,4, http://www.tuaw.com/2004/12/28/software-update-protocol-3-parts-surgery-8-parts-voodoo/#comments ,http://www.tuaw.com/2004/12/28/software-update-protocol-3-parts-surgery-8-parts-voodoo/,,
more accolades for steve jobs ,Dec 28 2004 12:00AM,barb dybwad,  , on top of being named billboardand#8217;s visionary of the  year continuing a reign at the top of forbesand#8217; ceo  approval rating list and making timeand#8217;s list of  and#8216;people who matteredand#8217; in 2004 steve jobs has also been named the  sunday timesand#8217; business person of 2004.            are your ears burning steve? at this rate they ought to be in flames by now. ,393,4,0,2, http://www.tuaw.com/2004/12/28/more-accolades-for-steve-jobs/#comments ,http://www.tuaw.com/2004/12/28/more-accolades-for-steve-jobs/,,
top-selling amazon.com electronics products? surprise: ipod and ipod mini ,Dec 28 2004 12:00AM,barb dybwad,  , amazon.com reported record  holiday sales this season. for the first time consumer electronics sales surpassed book sales in large part due to  consumer demand for the apple ipod and ipod mini which were two of the five top selling electronics products this  year.            during its single-day record the online retailer saw orders at a rate of 32 items per second. yowzah! another big  winner in the electronics category was the itunes $15 prepaid card. good news for apple and amazon both. ,497,2,0,0, http://www.tuaw.com/2004/12/28/top-selling-amazon-com-electronics-products-surprise-ipod-and/#comments ,http://www.tuaw.com/2004/12/28/top-selling-amazon-com-electronics-products-surprise-ipod-and/,,
subverting power structures: the incredibly true adventures of graphic calculator ,Dec 28 2004 12:00AM,barb dybwad,  , seems like software applications are becoming more  famous than rock stars these days as more and more and#8216;true storiesand#8217; are published. the tale behind  graphic calculator is a true must read.            ron avitzur was an employee at apple. but he wasnand#8217;t an employee when he developed graphic calculator. he and  partner greg robbins snuck into apple facilities every day for months to work 12-16 hours on a project they werenand#8217;t  getting paid for. and it worked. they finished in january 1994 and graphing calculator has been part of the macintosh  ever since. and#8220;teachers around the world use it as an animated blackboard to illustrate abstract concepts visually. it  shipped on more than twenty million machines. it never officially existed.and#8221; ,790,3,0,0, http://www.tuaw.com/2004/12/28/subverting-power-structures-the-incredibly-true-adventures-of/#comments ,http://www.tuaw.com/2004/12/28/subverting-power-structures-the-incredibly-true-adventures-of/,,
an ipod a day keeps the doctor up-to-date ,Dec 28 2004 12:00AM,barb dybwad,  , add another to the long list of creative uses for the ipod:  radiologists at ucla and their colleagues around  the world are using the ipod to store medical images. osman ratlib m.d. ph.d. professor and vice-chairman of  radiologic services at the university of california los angeles came up with the idea of using the ipod as a sort of  and#8216;giant memory stick.and#8217;            dr. ratlib and antoine rosset m.d. a swiss radiologist developed the free and open source software package osirix to  display and manipulate complex medical imagining data on the macintosh. the software integrates with the ipod as well  as with ichat allowing easy and low-cost and#8216;teleradiologyand#8217; for doctors who can send images to other radiologists across  the globe for immediate feedback and discussion.            what a fantastic example of using technology creatively on a small scale to achieve results that would take far  longer to achieve via the traditional top-down methodology. dr. ratlib sums this up nicely: and#8220;weand#8217;re trying to adapt to  the very rapidly changing environment and provide ourselves with tools that industry would take years to give us.and#8221;  kudos to the radiologist macgyvers! ,1229,2,0,1, http://www.tuaw.com/2004/12/28/an-ipod-a-day-keeps-the-doctor-up-to-date/#comments ,http://www.tuaw.com/2004/12/28/an-ipod-a-day-keeps-the-doctor-up-to-date/,,
and#8220;free ipodsand#8221; have strings attached ,Dec 28 2004 12:00AM,barb dybwad,  , i will link to the original new york  times article with the caveat that it will ever so shortly fall behind the nyt costwall. the two second summary of  the article goes a little something like this: freeipods.com will send you a free ipod but only if you can  successfully play the sleazy marketing agent to a handful of your friends.            you get the ipod but gratis internet the company who runs freeipods.com gets so much more: $5 million worth of  revenue last year and an expected $15 million this year. think of it as the internetand#8217;s newest version of the old  pyramid scheme.            has anyone done this? did you get the free ipod and was it worth your labor playing marketing recruiter to your  friends? ,732,2,0,15, http://www.tuaw.com/2004/12/28/free-ipods-have-strings-attached/#comments ,http://www.tuaw.com/2004/12/28/free-ipods-have-strings-attached/,,
